RowID,PolType,PolicyNo,ForeName,Surname,Addr1,Addr2,Addr3,Postcode,DOB,mobile,eMail,RegNo,DrvLicNo,DeviceID,ABICode,ALFKey,Date_Inc,Date_Exp,OrinDate,CanDate
10,Loans,LOA315431334,FREYA,Murphy,55 Sandown Road,Telford,Shropshire,TD287ZJ,28/09/00,07761600275,FREYAMurphy@ee-mail.uk.com,,,d38653482,,ALF7601725,28/05/15,17/01/17,08/05/16,03/11/18
11,MP,MP9540459651,EMMA,Wood,947 Frances Wood,London,Greater London,LO614DD,06/10/48,07477811609,EMMAWood@icloud.com,IO54DOS,Wood25263290,d22599836,abi35806166950,ALF5036697,11/01/19,15/10/15,31/03/16,21/12/18
12,MP,MP4410307654,ALFIE,Richardson,27 New Road,Brighton,East Sussex,BN507BV,19/05/91,07656548263,ARichardson994@godaddy.com,AZ97YTJ,Richard65426501,d91391290,abi97016871556,ALF3273646,04/01/19,23/11/17,18/03/15,22/04/17
13,HH,HH9318217930,JASMINE,Johnson,122 North Lane,Slough,Berkshire,SG947EM,07/07/52,07486686703,JASMINEJohnson554@aol.mail.uk,,,d19659274,,ALF3815888,06/09/15,07/09/15,21/02/18,23/03/15
14,Motor,MOT470291927,TOMMY,Wilkinson,735 Queen Street,Huddersfield,West Yorkshire,HD959QB,24/02/61,07377952754,TOMMYWilkinson71@googlemail.com,HF26KJU,Wilkins77969626,d25118127,abi55452391165,ALF4818443,06/02/15,12/06/18,09/10/17,17/07/15
15,Motor,MOT179745064,LEON,Wilkinson,985 Howard Street,Portsmouth,Hampshire,PO617VN,05/03/93,07718262679,LEONWilkinson211@aol.com,QF78HZR,Wilkins52570743,d58158133,abi36447681133,ALF9972467,05/11/17,17/01/19,16/10/17,13/10/18
16,Travel,TRA804414905,HEIDI,Simpson,912 New Lane,Huddersfield,West Yorkshire,HD732HG,08/12/87,07644451460,HEIDISimpson@virginmail.com,,,d77212999,,ALF0817216,04/08/18,12/09/15,03/01/15,02/07/18
17,Motor,MOT990088712,BELLA,Butler,502 George Street,Sheffield,South Yorkshire,SH802VU,27/08/49,07069002750,BELLA_Butler@icloud.com,MK70WKF,Butler17694876,d61406926,abi85533918985,ALF8816889,12/05/16,08/10/15,11/05/15,15/11/16
18,Travel,TRA673721396,ERIN,Powell,668 Richmond Street,Dundee,Angus,DD640ZE,12/08/91,07712288806,ERINPowell635@ee.co.uk,,,d89562203,,ALF5990250,12/07/15,15/09/18,01/03/15,07/11/17
19,Loans,LOA069991123,EMILY,Miller,935 Chester Road,Salford,Greater Manchester,SF746WZ,21/05/95,07873745832,EMiller@plusnet.co.uk,,,d24963691,,ALF7806949,02/09/17,12/02/15,09/01/19,28/01/17
20,Loans,LOA239354858,ETHAN,Kelly,184 Queens Road,Blackburn,Lancashire,BK707PF,26/05/79,07688683674,ETHAN_Kelly235@gmail.com,,,d62313553,,ALF8050198,31/01/18,13/11/17,23/04/19,07/09/16
21,Loans,LOA011522219,JAKE,Clarke,83 White Horse Drove,Walsall,West Midlands,WL915CI,26/10/57,07990883404,JAKEClarke@hotmail.com,,,d4722559,,ALF7807371,22/03/15,29/06/18,17/08/15,14/01/18
22,HH,HH9917426692,ISABELLA,Patel,678 New Street,Sheffield,South Yorkshire,SH657FU,07/03/42,07912565698,ISABELLAPatel@ee.co.uk,,,d22168182,,ALF8873113,09/09/15,13/10/15,03/03/16,04/12/18
23,HH,HH4754717713,FRANCESCA,Patel,385 Croft Close,Maidstone,Kent,MS420YT,22/06/65,07450898991,F_Patel763@icloud.co.uk,,,d86087645,,ALF2715110,06/02/15,19/11/15,04/06/17,06/05/18
24,HH,HH2508979862,DANIEL,James,956 Birchfield Lanes,Newcastle-upon-Tyne,Tyne and Wear,NC635OX,31/08/77,07091135638,DANIEL_James@googlemail.co.uk,,,d13988837,,ALF0137393,12/07/18,07/01/15,07/12/15,01/12/16
25,Travel,TRA573628415,VICTORIA,Butler,947 Harding Leys,Middlesbrough,North Yorkshire,MB774HH,18/02/74,07527549139,VButler@talktalk.net,,,d97478398,,ALF8820466,03/09/16,28/12/15,26/11/17,16/12/16
26,Motor,MOT241680985,TOMMY,Hunt,108 Carr Grove,Norwich,Norfolk,NH904ZB,09/04/52,07984646075,THunt837@yahoo.com,VB59RDZ,Hunt74314541,d73112141,abi26872187786,ALF7471059,18/05/18,10/10/17,02/01/16,18/07/15
27,Travel,TRA788474028,AUSTIN,Thompson,572 North Avenue,Birmingham,West Midlands,BM241AB,29/12/66,07541589572,AUSTINThompson645@hotmail.com,,,d59228762,,ALF0470556,23/02/16,09/03/17,31/05/17,18/10/15
28,Travel,TRA015209243,VICTORIA,Kelly,235 Alma Woodlands,Colchester,Essex,CO780AC,02/07/61,07301505425,VICTORIAKelly@icloud.co.uk,,,d67642891,,ALF8056190,05/12/18,24/05/16,17/11/17,13/07/18
29,HH,HH1386849775,SAMUEL,Roberts,13 St Phillan's Lane,Stockton-on-Tees,County Durham,SK518SA,28/06/74,07297255574,SAMUELRoberts@vodafone.uk,,,d63385121,,ALF7215092,09/04/18,02/08/15,05/06/18,03/06/16
30,Travel,TRA516387590,ALFIE,Price,600 New Lane,Chelmsford,Essex,CH981DM,09/08/53,07117656281,ALFIEPrice537@aol.mail.uk,,,d86397878,,ALF6308411,18/01/16,28/08/16,25/08/17,20/04/17
31,Travel,TRA125713442,HARRIET,Walker,224 Bosworgey Close,Newcastle-upon-Tyne,Tyne and Wear,NC205ZT,25/02/47,07834010664,HARRIETWalker21@vodafone.com,,,d6670809,,ALF0316391,01/11/18,14/02/15,12/04/18,29/11/18
32,Loans,LOA188224168,ZARA,Singh,575 Barlow Side,Poole,Dorset,PE754ER,18/10/60,07925128517,ZARASingh@sky.com,,,d6883050,,ALF0177140,30/10/16,20/08/18,06/12/18,22/02/16
33,Loans,LOA578739779,DARCIE,Holmes,833 Orchard Way,Dudley,West Midlands,DY992TA,16/09/95,07840738615,DARCIEHolmes791@yahoo.co.uk,,,d27041339,,ALF6641988,05/10/16,02/05/18,07/05/17,30/03/17
34,Loans,LOA115059012,RUBY,Lee,304 White Horse Drove,Middlesbrough,North Yorkshire,MB709LF,30/12/41,07931210489,R_Lee471@googlemail.co.uk,,,d31210689,,ALF3572331,07/08/17,15/11/18,09/06/16,20/09/17
35,Van,VAN085536530,RALPH,Hughes,83 Park Terrace,Manchester,Greater Manchester,MN886ER,31/08/49,07780419021,RALPHHughes359@googlemail.co.uk,FX76LQC,Hughes55225772,d62284193,abi81163466375,ALF2325484,31/03/19,02/09/18,22/01/17,02/10/18
36,MP,MP9650289600,ESME,Richards,760 Firs,Brighton,East Sussex,BN988QC,25/04/56,07988615557,ESME_Richards675@icloud.com,TJ56KUS,Richard16695724,d75940362,abi71787338769,ALF1258825,10/07/15,11/09/18,03/06/18,11/10/16
37,HH,HH9529762944,ARTHUR,Carter,149 West Street,Chelmsford,Essex,CH760OE,27/06/55,07024356594,ACarter@virginmail.com,,,d92902953,,ALF8303558,21/02/17,25/09/16,02/10/18,20/08/15
38,MP,MP3627008549,CHARLIE,Harrison,503 Kent Road,Plymouth,Devon,PY202XR,24/11/72,07870435265,CHARLIE_Harrison@o2.uk,NS17TZU,Harriso2890302,d32492396,abi59690029671,ALF3396432,27/05/15,22/01/18,12/09/16,17/10/16
39,Van,VAN568678793,NATHAN,Scott,877 Grange Avenue,Northampton,Northamptonshire,NN350XF,16/06/74,07175689383,NScott265@gmail.com,UG44BYM,Scott22252845,d12076276,abi73891719551,ALF7597002,02/09/18,26/09/16,20/05/16,12/03/16
40,Motor,MOT866307918,RORY,Phillips,876 Fowler Woodlands,Peterborough,Cambridgeshire,PB351BW,22/04/66,07996293515,RORYPhillips984@virgin.uk.mail,OQ97GXP,Phillip55273000,d61506579,abi54883375391,ALF8702395,28/09/15,05/03/17,09/07/15,24/10/16
41,MP,MP9711478807,LILY,Wright,971 Back Lane,Mansfield,Nottinghamshire,MD300AX,30/01/85,07302284259,L_Wright@sky.com,KF22EMJ,Wright20028268,d64998154,abi15363680597,ALF6775232,07/09/16,07/01/15,26/04/16,13/03/15
42,HH,HH9306434090,EVELYN,Murray,410 Beach Wynd,Colchester,Essex,CO818LS,29/12/63,07753063113,EVELYNMurray144@vodafone.uk,,,d60314286,,ALF6480796,31/07/16,15/03/19,08/02/18,22/12/18
43,Motor,MOT376748803,TOMMY,Moore,375 Langford Birches,Walsall,West Midlands,WL888YY,10/03/85,07835353040,TMoore@icloud.co.uk,UZ27OJD,Moore70288022,d57669133,abi47522402294,ALF3231074,06/12/16,05/02/17,13/06/15,30/04/15
44,MP,MP3066238040,JULIA,Hunt,714 Alma Woodlands,Sunderland,Tyne and Wear,SD499JL,19/11/35,07722257875,JULIAHunt391@o2.uk,SV42TSM,Hunt13693436,d41783124,abi28986284728,ALF5708500,27/09/18,29/09/16,18/10/15,08/12/15
45,HH,HH9598422081,BONNIE,Thomas,438 Grange Avenue,Huddersfield,West Yorkshire,HD212GB,25/05/66,07859192497,BONNIEThomas@icloud.com,,,d56821055,,ALF7932170,31/01/16,10/04/16,26/06/16,07/07/16
46,Loans,LOA075682705,ELLIE,Chapman,570 Seafield Row,Dudley,West Midlands,DY493WO,08/01/61,07589537681,EChapman464@yahoo.co.uk,,,d14471511,,ALF9999158,29/07/18,25/12/16,23/07/18,15/11/15
47,MP,MP4861490628,EVELYN,Martin,448 Pine Courtyard,Bournemouth,Dorset,BH323DF,01/05/43,07346450079,EVELYNMartin684@googlemail.com,YI37QHR,Martin10799096,d11865412,abi50681462660,ALF6039428,13/04/16,08/10/17,24/11/15,11/12/18
48,Motor,MOT041248514,HARPER,Richards,562 Firs,Brighton,East Sussex,BN779MS,10/04/83,07603834999,H_Richards@ee.com,OH12AQY,Richard40614334,d82506245,abi48716421692,ALF0186269,25/04/18,06/03/18,29/03/19,25/07/15
49,MP,MP2564295316,JACOB,Robinson,181 Willingham Close,Edinburgh,Midlothian,ED568BN,11/02/85,07782455530,JACOBRobinson821@talktalk.net,RE07RJW,Robinso81881484,d62268367,abi54281950581,ALF1051157,24/09/16,06/04/17,04/02/18,17/10/18
50,Motor,MOT974602154,POPPY,Brown,554 Knox Oak,Swindon,Wiltshire,SW121LD,02/01/77,07933728121,POPPYBrown26@sky.com,IL64NXH,Brown14018011,d22408837,abi32158411004,ALF0147618,28/02/19,11/11/15,19/09/17,17/10/18
51,Van,VAN202542308,DARCEY,Wright,631 Nursery Lane,Ipswich,Suffolk,IP294JL,24/12/49,07571663108,DARCEY_Wright@virgin.uk.mail,AZ39VDK,Wright41687143,d57582751,abi31511206406,ALF4068083,16/09/16,10/01/15,08/02/16,30/09/17
52,Motor,MOT491833676,EMMA,Richardson,33 Oakwood Drive,Leeds,West Yorkshire,LD963DV,11/08/86,07014326132,E_Richardson@o2.com,UQ48FLQ,Richard10112545,d31574999,abi09995106726,ALF0870745,24/11/16,28/09/16,29/04/16,04/08/16
53,Motor,MOT638532284,AMELIA,Matthews,84 Nursery Gardens,Sheffield,South Yorkshire,SH863QN,17/12/40,07247347324,A_Matthews7@o2.com,BX12UWG,Matthew41822556,d62502534,abi09647144543,ALF0160224,20/03/15,22/04/19,13/02/18,30/03/19
54,HH,HH9459550681,EDITH,Evans,513 St. John’s Road,Aberdeen,Highlands,AN761WV,24/08/80,07222852823,EDITHEvans130@yahoo.co.uk,,,d3825364,,ALF2217627,15/06/17,05/08/16,12/11/17,24/02/18
55,Travel,TRA389518820,ZARA,Fisher,671 Brisbane Garden,Belfast,Ulster,BF398HZ,21/08/98,07579852800,ZARAFisher70@sky.com,,,d68035629,,ALF2493687,30/07/18,24/07/18,31/12/17,05/09/17
56,Van,VAN055884936,BELLA,Powell,826 Parkway,Cardiff,South Glamorgan,CF635UU,23/11/69,07966744065,BELLAPowell317@virgin.uk.mail,EO86RBX,Powell47573698,d76839367,abi67769745196,ALF4242227,25/10/16,15/02/19,11/01/16,01/09/16
57,MP,MP7680267478,FREDDIE,Green,401 Bleasedale Road,Dudley,West Midlands,DY615ZX,05/04/43,07696005218,F_Green@plusnet.co.uk,AY29NKJ,Green21214261,d3024099,abi89734652161,ALF7268441,22/09/16,24/03/17,24/08/16,30/03/15
58,Travel,TRA031676702,MAISIE,Young,829 King Edward Road,Bournemouth,Dorset,BH502CH,04/08/88,07403522254,MYoung@o2.co.uk,,,d92520942,,ALF5263781,12/01/15,15/02/19,08/04/16,19/06/16
59,MP,MP8596562485,AISHA,Jones,369 Water Street,Wolverhampton,West Midlands,WV967BW,19/08/56,07428396869,A_Jones465@ee-mail.uk.com,MS47LDN,Jones97359220,d82805122,abi02321372974,ALF4422873,29/07/18,05/02/18,20/01/19,03/05/18
60,Van,VAN177036254,ROSE,Owen,287 Milton Close,Cardiff,South Glamorgan,CF921WE,10/02/64,07505512887,ROwen@ee-mail.uk.com,AQ62NJX,Owen86343752,d84919983,abi62757983470,ALF8929971,18/12/18,02/12/17,28/07/18,26/12/18
61,Loans,LOA963730230,MOHAMMED,Mills,849 Church Street,Brighton,East Sussex,BN152XF,23/01/75,07713329652,MMills@gmail.com,,,d80411051,,ALF0071417,12/08/16,25/02/16,10/09/18,11/04/15
62,HH,HH2972917021,JESSE,Rogers,570 Curzon Dene,Liverpool,Merseyside,LV530QE,30/09/85,07740338455,JESSE_Rogers@yahoo.co.uk,,,d55228178,,ALF6047446,16/04/18,14/03/18,10/03/19,02/04/15
63,Van,VAN882463287,ANNA,Barker,987 Nursery Lane,Walsall,West Midlands,WL542YG,02/11/41,07815435893,ANNABarker@yahoo.com,BD00VEP,Barker71687544,d77303869,abi08865405331,ALF5509418,17/03/15,12/10/16,25/02/15,02/05/16
64,Travel,TRA829366457,JENSON,Hall,964 Spinney Close,London,Greater London,LO503DE,27/12/74,07194410845,JENSONHall335@yahoo.com,,,d49652625,,ALF1549479,13/04/19,28/03/15,24/09/15,13/07/16
65,Loans,LOA453042153,ROSE,Walker,84 Old School Lane,Aberdeen,Highlands,AN218XE,22/11/75,07190130749,RWalker@vodafone.com,,,d55411033,,ALF3111946,21/10/17,01/11/17,21/02/17,28/07/16
66,HH,HH0692221153,OLIVIA,Wilkinson,620 Beverley Close,Norwich,Norfolk,NH697AE,07/01/98,07493500768,OLIVIAWilkinson@ee.com,,,d96804608,,ALF8133672,17/03/17,22/09/15,06/04/16,09/05/16
67,Travel,TRA288361551,GRACE,Taylor,238 Nelson Street,Bradford,West Yorkshire,BR737UL,20/08/92,07112027064,GRACETaylor763@vodafone.uk,,,d9097098,,ALF2996003,20/08/17,05/10/18,25/03/16,31/01/16
68,Motor,MOT194244568,ETHAN,Barnes,586 New Street,Glasgow,Clyde,GW661FH,17/10/54,07320036369,EBarnes751@googlemail.com,LQ34DPG,Barnes41100841,d72659677,abi30317849975,ALF8568600,28/05/16,28/07/17,29/10/15,28/10/18
69,Travel,TRA170850924,EVA,Miller,459 Grange Drive,Edinburgh,Midlothian,ED429IY,17/12/45,07836722390,EVAMiller@gmail.com,,,d35374389,,ALF7764484,13/09/16,28/05/15,03/01/15,31/03/19
70,Loans,LOA076255046,JULIA,Scott,505 Eastern Grove,Mansfield,Nottinghamshire,MD598WK,18/09/73,07608695352,JULIAScott@aol.com,,,d98099398,,ALF4788364,08/11/17,06/12/15,27/12/17,07/10/15
71,HH,HH7085776861,AISHA,Powell,736 Albert Road,Norwich,Norfolk,NH981EF,07/04/72,07160053231,AISHA_Powell@icloud.co.uk,,,d40545760,,ALF8261072,10/10/17,16/02/18,10/08/17,13/09/18
72,Loans,LOA795321942,ANNA,Harris,442 Hinton Lawns,Norwich,Norfolk,NH933YV,26/07/93,07104432661,ANNAHarris421@virgin.uk.mail,,,d29911059,,ALF8033564,15/06/15,18/12/16,20/08/17,03/07/18
73,Travel,TRA733341461,AURORA,Foster,545 Lle Canol,Cambridge,Cambridgeshire,CE274FA,30/06/47,07505036125,AFoster@googlemail.com,,,d98903690,,ALF2291767,16/03/17,28/04/17,07/02/19,01/11/16
74,Loans,LOA935751345,EMILY,Jenkins,473 Springfield Road,Leicester,Leicestershire,LC541VA,09/08/36,07635550049,EMILYJenkins138@vodafone.com,,,d46896346,,ALF1004989,03/06/15,05/11/16,29/08/16,07/06/18
75,MP,MP4287123170,ALEX,Ward,541 King Edward Path,Leeds,West Yorkshire,LD427KB,08/06/91,07720046564,ALEXWard722@aol.com,MN76LAC,Ward9295337,d48978440,abi27978357429,ALF8095189,18/03/16,20/05/18,16/10/17,31/10/16
76,HH,HH4346266514,GEORGIA,Singh,37 Onslow Wynd,Reading,Berkshire,RG185MA,08/08/90,07259283539,GEORGIASingh626@plusnet.com,,,d46012862,,ALF4346684,28/08/18,07/07/18,08/06/16,13/11/15
77,Travel,TRA181500207,MOHAMMED,Hunt,201 Regents Head,Salford,Greater Manchester,SF531TK,,07544574847,MOHAMMED_Hunt@virgin.uk.mail,,,d99709545,,ALF2248889,14/10/18,18/06/18,26/10/17,25/01/19
78,MP,MP9739781529,GRACE,Cooper,935 York Road,York,North Yorkshire,YK929HP,15/08/90,07912817021,GRACE_Cooper614@sky.com,UU51CYZ,Cooper64808958,d49771020,abi68229012762,ALF6702289,18/01/15,26/01/17,22/07/17,09/02/17
79,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,WM77EGN,Cox45623988,d90330595,abi43314966812,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
80,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,MP41YEY,Cox45623988,d90330595,abi35239090593,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
81,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,IN34HPJ,Cox45623988,d90330595,abi10836563720,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
82,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,NT89RYM,Cox45623988,d90330595,abi00126830938,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
83,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,LU59QTG,Cox45623988,d90330595,abi16546473943,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
84,MP,MP4244635158,ROBYN,Cox,323 Silver Street,Peterborough,Cambridgeshire,PB723CR,16/06/87,07056936203,RCox13@o2.uk,GX07FXI,Cox45623988,d90330595,abi03504284194,ALF6114533,10/10/16,14/04/17,09/11/16,11/12/17
85,Travel,TRA290563471,AMBER,Jones,116 White Horse Drove,Plymouth,Devon,PY110AW,28/04/63,07526351978,AMBER_Jones201@ee-mail.uk.com,,,d34077452,,ALF8145570,27/10/17,16/03/16,01/01/18,21/10/15
86,Loans,LOA836117261,SCARLETT,King,298 Churchill Road,Bristol,Avon,BL832UV,27/05/37,07711852414,SKing918@virginmail.com,,,d50051542,,ALF8303902,20/02/17,10/12/18,24/09/15,30/08/15
87,HH,HH2969219502,MIA,Butler,117 Woodland Way,Peterborough,Cambridgeshire,PB793HP,29/02/68,07549532382,MIAButler@yahoo.com,,,d78489444,,ALF6143935,28/11/17,24/05/16,12/02/18,05/12/17
88,Loans,LOA702064719,SUMMER,Davis,238 Queens Road,Luton,Bedfordshire,LU898BZ,26/05/45,07199773307,SUMMERDavis945@icloud.com,,,d49395253,,ALF1101793,21/11/16,21/03/19,08/09/18,13/10/15
89,Van,VAN373050889,LEON,Thompson,18 Barlow Side,Reading,Berkshire,RG474BX,04/01/99,07215194926,LEONThompson923@aol.com,GN26RUB,Thompso32992126,d82740240,abi31090845706,ALF9153819,06/03/18,17/02/18,05/11/17,04/12/17
90,Travel,TRA245555014,JACOB,Rogers,519 Queensway,Sunderland,Tyne and Wear,SD568EO,14/09/53,07523598093,JRogers@aol.com,,,d94114199,,ALF0913415,12/08/17,06/06/15,27/04/17,15/12/17
91,Travel,TRA541788205,LEWIS,Begum,140 Sweetacre Close,Birmingham,West Midlands,BM997TW,20/10/98,07672502600,LEWISBegum@aol.mail.uk,,,d96418199,,ALF4672054,17/11/17,30/01/16,12/03/18,19/05/17
92,HH,HH6756172147,LUNA,Powell,821 Station Road,Swansea,West Glamorgan,SA328UA,06/08/40,07385336799,LUNA_Powell149@hotmail.com,,,d23748626,,ALF7016556,04/07/17,21/08/15,20/01/17,09/11/15
93,Van,VAN454623590,IMOGEN,Ellis,473 Coniston Close,Cambridge,Cambridgeshire,CE382PT,18/11/83,07453823476,I_Ellis@googlemail.co.uk,XK13WLK,Ellis7091282,d90802075,abi15199842204,ALF1211194,20/12/16,03/04/16,01/01/15,27/05/15
94,MP,MP6637766352,ARLO,Wright,211 Pinewood Close,Dundee,Angus,DD582FK,21/01/46,07271805228,A_Wright@googlemail.co.uk,WF04ZDP,Wright65876870,d50766421,abi89517485452,ALF9795415,12/11/15,18/08/16,12/09/16,25/03/16
95,Motor,MOT752842608,LAYLA,Roberts,906 Colchester Crest,Mansfield,Nottinghamshire,MD790GO,30/10/53,07205450382,LAYLARoberts@googlemail.co.uk,BS37WZI,Roberts96927341,d79958019,abi02633724988,ALF2278190,10/06/16,22/01/15,14/02/18,14/03/16
96,Van,VAN984852988,ORLA,Hall,106 Meadow Street,Norwich,Norfolk,NH847AS,27/07/93,07325163282,ORLA_Hall@vodafone.com,OL63PJO,Hall63154795,d54980559,abi56010662032,ALF2368624,20/10/15,03/03/19,08/01/15,18/11/17
97,HH,HH4019265382,JESSICA,Bell,51 Ambleside Park,York,North Yorkshire,YK802MF,27/11/70,07097818183,JESSICA_Bell679@vodafone.uk,,,d65533723,,ALF5741651,23/03/19,15/07/18,05/04/17,20/06/16
98,HH,HH7491190578,CARTER,Harrison,478 Old School Lane,Luton,Bedfordshire,LU610WO,04/12/55,07525808381,CARTERHarrison@vodafone.com,,,d79469032,,ALF9113376,17/11/18,15/02/18,26/05/16,11/01/17
99,HH,HH7103837264,CARTER,Collins,36 Kingsley Road,Milton Keynes,Buckinghamshire,MK822JA,03/01/95,07515739076,CARTERCollins138@virgin.com,,,d92790097,,ALF1943374,18/09/15,15/12/17,19/10/15,16/11/16
100,HH,HH1006806360,CHARLES,Begum,304 North Street,Derby,Derbyshire,DB366IA,21/03/60,07976381495,CHARLESBegum250@hotmail.com,,,d94388941,,ALF8402129,31/07/16,18/12/16,19/05/17,23/11/16
101,Van,VAN736234366,AUSTIN,Brown,741 Francis Road,Milton Keynes,Buckinghamshire,MK807RG,28/08/76,07981512219,A_Brown@o2.co.uk,YB19XDH,Brown64904605,d27101407,abi72197232631,ALF8377646,07/01/15,25/12/18,17/02/19,20/03/16
102,HH,HH4991579964,CHARLES,Mitchell,642 King Edward Path,Blackburn,Lancashire,BK132AU,22/04/55,07593996321,CMitchell406@googlemail.com,,,d89566023,,ALF9513852,11/11/18,24/07/17,27/05/15,11/10/15
103,Motor,MOT839748544,AURORA,Hughes,7 Oak Lane,Chelmsford,Essex,CH730AI,18/11/83,07106291983,AURORA_Hughes@ee.co.uk,UM53VLL,Hughes18268617,d25231085,abi93466752677,ALF9347490,26/08/16,10/06/16,03/05/15,01/10/18
104,HH,HH4731285622,FRANCESCA,Allen,489 Castle Lane,Middlesbrough,North Yorkshire,MB239JS,26/05/51,07105154226,FAllen380@yahoo.com,,,d19397466,,ALF5897593,07/01/15,25/05/17,11/05/18,06/04/18
105,Van,VAN508387394,JESSE,Wood,480 Manor Road,Luton,Bedfordshire,LU101NF,28/11/73,07158536592,JESSE_Wood@yahoo.co.uk,GW13HHZ,Wood36359426,d82231974,abi10725230136,ALF4949994,21/12/18,30/09/18,06/06/17,11/01/18
106,Motor,MOT910802299,FELIX,Harvey,649 Coniston Close,Reading,Berkshire,RG142HA,22/12/54,07210794415,FELIX_Harvey187@plusnet.co.uk,JH09VUP,Harvey78518559,d49339816,abi89793025341,ALF7399960,02/11/16,25/10/17,14/08/17,29/11/15
107,Van,VAN272137961,ISAAC,Dixon,603 West Street,Aberdeen,Highlands,AN621VT,21/04/52,07018202509,ISAACDixon334@virginmail.com,ET87LMV,Dixon13548771,d59046481,abi98368512542,ALF5565017,28/08/18,30/09/15,01/07/18,02/07/16
108,Loans,LOA157583525,HARRISON,Phillips,700 Park Terrace,Peterborough,Cambridgeshire,PB421NH,22/06/43,07115712606,HARRISONPhillips946@godaddy.co.uk,,,d73518315,,ALF0654108,06/03/17,02/11/15,12/03/16,29/10/16
109,HH,HH3427149104,HANNAH,Taylor,56 Church Street,Sunderland,Tyne and Wear,SD777TD,03/09/77,07028353250,HANNAHTaylor@googlemail.co.uk,,,d57828607,,ALF4076769,20/10/17,12/07/17,18/11/16,24/07/18
