25,Loan,NS34301,Octavius,Jirka,28891 David Terrace,Aberdare,Bangor,TA095PU,1956-09-01,,ojirkao@linkedin.com,,GB9810,,l827,7929,2018-05-02,2018-09-24,2019-02-04,
26,Travel,SP12613,Claiborne,Coney,43 Elmside Street,Pembroke Dock,Newport,ZE975FV,1987-06-21,07651657453,cconeyp@shareasale.com,UD09FLY,Qe9045,,P082,3771,2018-05-15,2019-01-28,2018-11-19,
27,Motor,AS26930,Piotr,Sabin,93 Anzinger Lane,Llandovery,St Davids ,EX775CQ,2002-07-02,07347199467,psabinq@marriott.com,UI18SIW,,,O545,3542,2018-05-05,2018-03-10,2018-04-24,
28,MP,NS46188,Liza,Smalecombe,06 Green Ridge Crossing,Llanidloes,St Asaph,ZE891UD,1953-09-04,07728699125,lsmalecomber@wikia.com,GC61DLQ,MI2089,by260V,g177,9615,2018-08-07,2018-06-12,2018-06-09,2018-06-03
29,HH,NS10522,Jesselyn,Fache,81838 Canary Way,Narberth,St Davids ,EX524BR,1959-03-27,,jfaches@mozilla.com,,,,P095,0774,2018-08-12,2019-02-01,2018-03-03,
30,Motor,GW20795,Roscoe,Noweak,614 Arkansas Drive,Barmouth,Cardiff,ZE548IH,1955-01-03,,,,yl3035,SJ507C,B848,8674,2018-08-05,2018-11-07,2019-01-21,
31,Loan,NS63497,Udell,Curson,73 Dottie Way,Neyland,Cardiff,TA473EB,,07497099129,ucursonu@purevolume.com,XP39AJR,wy8574,,n077,,2018-03-07,2018-11-17,2019-02-02,2018-09-26
32,Motor,GW81250,Lou,Dobbing,2 Continental Park,Hakin,St Davids ,ZE870KD,1970-08-31,07320624733,ldobbingv@artisteer.com,OJ86FSY,WS5299,QZ386e,t833,2772,2018-06-30,2018-08-17,2019-02-11,
33,Loan,SP65086,Cris,,0 Forster Way,Ebbw Vale,Cardiff,EX304BC,1951-12-24,07194735039,crandsw@diigo.com,HW47YKD,Lh3371,,x803,2756,2019-01-01,2018-12-08,2019-01-28,2019-01-04
34,Travel,NS14121,Chantal,Worster,138 Northwestern Terrace,Laugharne,Swansea,ZE132BF,,,cworsterx@si.edu,,OY1228,,v672,4439,2019-02-12,2018-08-08,2018-12-23,
35,Loan,NS50366,Vidovik,Izaks,0 Westerfield Crossing,Neyland,Bangor,ZE232OD,1946-05-20,,,,gd3091,eL808P,o242,8026,2018-11-20,2019-01-30,2018-08-02,
36,MP,GW13036,Jacquelin,Patrick,34 Sunfield Hill,Connah's Quay,Newport,ZE192HN,1974-11-29,,jpatrickz@moonfruit.com,,xP6567,jP554h,h160,6571,2018-05-09,2018-05-22,2019-01-09,
37,Motor,NS22493,Corabel,Sunley,22526 Cambridge Terrace,Blackwood,St Davids ,EX041CY,,07778415108,,VI32BOX,,,h936,9004,2018-03-25,2018-11-15,2018-11-20,
38,Loan,SP52592,Lotty,Woollett,4346 Cottonwood Junction,Cardigan,St Asaph,ZE793IZ,1985-11-09,07108305169,lwoollett11@woothemes.com,DT27PNO,KD2268,tm833I,F293,,2018-12-31,2019-01-14,2018-08-29,2018-08-26
39,Travel,NS75631,Corrianne,Tome,6 Novick Avenue,Crickhowell,Bangor,EX673ZO,,07918754533,ctome12@exblog.jp,LN25EPL,,sp227i,I405,4827,2018-09-18,2018-10-09,2019-02-07,2019-01-07
40,Motor,AS08439,Wallas,Woolland,97 Toban Drive,Cardiff,St Davids ,ZE932MG,1993-01-07,07752091751,wwoolland13@cnn.com,AY54EMV,,eA585B,X241,8296,2018-11-16,2018-03-30,2018-04-16,
41,MP,GW58463,Sadye,Boules,15892 Glendale Center,Swansea,Newport,ZE607YH,1968-10-17,07201027789,sboules14@go.com,TM56PEZ,,,L694,8068,2018-04-06,2019-02-06,2018-09-06,2019-01-30
42,Motor,NS12455,Thaxter,Mixon,72855 Cordelia Avenue,Blaina,Newport,ZE244VK,,07606854117,tmixon15@comcast.net,XU52UEY,,yT694g,,4825,2018-07-28,2018-09-07,2018-12-12,2018-11-07
43,HH,NS54685,Hadlee,Shimwall,31296 Huxley Drive,Pontardawe,Swansea,ZE769JH,,07290114269,hshimwall16@umich.edu,PM54FCH,pP2917,gV926O,c139,2055,2018-03-16,2018-05-12,2018-04-24,
44,Motor,NS80157,Hans,Leven,134 Duke Plaza,Ystradgynlais,Swansea,ZE097LY,2006-11-03,07308371866,hleven17@mtv.com,HK68LWR,Nc8913,,H252,6988,2019-01-23,2018-04-03,2018-10-29,
45,HH,NS05880,,,5080 Towne Parkway,Treharris,St Asaph,ZE522XV,1996-01-17,07789175939,,UK40TAY,,aE821D,m456,,2018-06-05,2018-07-05,2018-03-10,
46,HH,GW22488,Rudy,Allibone,99350 Jenifer Road,Caernarfon,Swansea,ZE211IY,1934-06-27,,rallibone19@godaddy.com,,jh1324,eC761X,E777,8823,2019-01-28,2018-04-24,2018-11-03,
47,HH,NS32266,Billy,Elderkin,12 Mallard Terrace,Penmaenmawr,Cardiff,TA155TD,,,,,AC2655,,N766,3589,2018-04-30,2018-11-14,2019-01-27,
48,Travel,NS11647,Susanetta,Dorot,6938 Express Alley,Carmarthen,St Davids ,TA758NR,1938-02-21,07894022119,sdorot1b@boston.com,FB07NKW,,vi213C,,8362,2018-09-20,2019-01-31,2018-06-05,
49,Loan,GW14904,Irwinn,Cheng,,,,,1953-08-10,,icheng1c@omniture.com,,Uu2214,Br356T,x463,,2018-09-14,2018-03-26,2018-10-10,
50,Loan,NS08006,Jen,Dockray,2523 Banding Street,Pontyclun,Newport,ZE471BS,1934-05-06,07737966904,jdockray1d@t.co,TN54FEB,na4239,,N067,5124,2018-09-10,2018-09-18,2018-06-30,
51,HH,NS30865,Karil,Dobby,31 Helena Drive,Colwyn Bay,Newport,ZE798BL,1960-03-28,07493121705,,KY07EBL,Dz1123,cU763l,K361,1958,2018-09-08,2018-09-22,2018-05-08,2018-03-24
52,Loan,NS67361,Hubert,Whotton,90194 Kennedy Way,Holyhead,Swansea,ZE747KH,,07217472093,hwhotton1f@shutterfly.com,FR29HUQ,,,H986,7078,2018-06-15,2018-05-06,2018-07-19,
53,Travel,GW26230,Duffy,Fleischmann,7 Dottie Drive,Crickhowell,St Asaph,EX636ZT,1951-11-27,07792112595,,GN29OUX,,RG157d,y623,8678,2018-10-13,2018-09-22,2018-09-19,2018-08-01
54,MP,GW06150,Alane,Beckensall,237 Burrows Alley,Llandeilo,Newport,ZE583KY,2004-06-29,,abeckensall1h@earthlink.net,,AV0891,,M977,0653,2018-04-23,2019-01-14,2018-05-02,
55,Travel,AS71489,Briggs,Woolfenden,99192 Transport Pass,Rhayader,Newport,ZE598HL,1943-09-14,,bwoolfenden1i@marketwatch.com,,yZ6766,RM159S,a267,,2018-11-15,2018-12-31,2018-10-17,2018-08-24
56,Travel,GW34673,Kenton,Hatch,98 Vera Trail,Ebbw Vale,St Asaph,ZE778MP,1951-04-24,07356904730,khatch1j@edublogs.org,BG21UPB,gV2000,eP579T,T119,3717,2018-06-11,2018-09-05,2018-02-18,
57,MP,NS58519,Luce,McCurley,2442 Truax Pass,Newcastle Emlyn,Swansea,TA676SK,2003-09-23,,,,Gw6008,tD663i,r457,4705,2018-11-08,2018-05-23,2018-05-19,
58,MP,GW89401,Tasha,Feedome,8 Hayes Plaza,Caerphilly,St Davids ,ZE497XD,,07824303496,tfeedome1l@jiathis.com,HA93ZUX,,,j285,,2018-08-07,2018-05-18,2018-03-07,
59,Loan,NS49454,Kristi,Leguey,1 Hayes Trail,Queensferry,St Davids ,ZE236JX,,07059904530,,DG53GDN,yB7585,,g220,1964,2018-08-19,2018-05-26,2019-02-10,
60,Travel,GW63597,Frederick,Renard,76 Westport Point,Llandysul,Cardiff,ZE922RO,1932-01-24,07811624419,frenard1n@360.cn,LM58RTE,nI2412,,W108,6621,2018-07-28,2018-11-20,2018-02-25,
61,Loan,NS79823,Ashla,Pollard,2133 Jackson Park,Chirk,Bangor,ZE746DR,2009-08-11,07604009826,apollard1o@amazon.com,HU75LRW,,jK704B,z617,6705,2018-07-14,2019-01-29,2018-02-19,
62,Motor,GW21889,Joleen,Sheach,9096 Anderson Terrace,Ffestiniog,St Asaph,EX013DQ,1965-04-01,,,,,JE008l,w099,4334,2018-04-06,2019-01-27,2018-04-03,
63,Motor,NS07650,Timoteo,Balentyne,323 Raven Trail,Bethesda,Bangor,N450WG,,07272484488,,JE66WLB,,,v694,6554,2018-05-28,2018-07-19,2018-03-05,
64,MP,GW27218,Regina,Poletto,9517 Dryden Road,Swansea,St Asaph,ZE776WJ,,,rpoletto1r@time.com,,Nf8585,,z109,,2019-01-13,2018-11-23,2018-07-13,
65,Loan,NS73034,Jeff,Richardin,44 Sugar Court,Narberth,Swansea,ZE595PG,,07780127970,jrichardin1s@joomla.org,MX16XDF,AX3999,,o166,2062,2018-09-20,2018-07-03,2018-11-05,
66,HH,NS97747,Viki,Akred,53 Thompson Court,Fishguard,Swansea,EX194FS,1989-09-07,07935131091,,OI72CFZ,,MG680A,k050,7263,2018-04-10,2019-01-28,2018-11-05,2018-11-03
67,Travel,AS72821,Jard,Brauninger,3 Cody Center,Crumlin,St Davids ,ZE891RX,1994-12-01,07295041766,jbrauninger1u@mozilla.com,SF56HQM,XW2110,WK573T,D455,3853,2018-06-06,2018-11-11,2018-09-20,
68,MP,SP92169,,Blofield,3774 Service Drive,Goodwick,Bangor,ZE598KC,1995-08-06,07075772235,tblofield1v@ebay.co.uk,RV41IJC,Hu1251,Nv856J,B517,7980,2018-10-21,2018-05-21,2018-08-22,2018-08-20
69,Motor,NS29395,Bail,Burridge,017 Holy Cross Drive,Tonypandy,St Davids ,ZE482FX,1973-03-17,07671675092,bburridge1w@deviantart.com,RC24TXA,,xH855H,G140,6428,2018-03-09,2018-06-30,2018-10-01,
70,Travel,NS42169,Brice,Kernes,9 Sullivan Point,Crickhowell,St Asaph,EX985PA,,07833850183,bkernes1x@hexun.com,VD22GHS,,yQ794N,F977,1536,2018-05-09,2018-09-11,2018-09-02,
71,MP,SP84503,Matthieu,Maden,16 Dovetail Lane,Abertillery,St Asaph,EX730PC,,07422286337,mmaden1y@cbsnews.com,AP90ZVU,jE3658,,Y142,7609,2018-07-19,2018-04-26,2018-05-31,
72,Motor,NS61204,Jessa,Goligly,054 Basil Crossing,Pembroke,St Asaph,ZE684ZA,1974-02-24,,jgoligly1z@tiny.cc,,lY7803,GC439T,M098,5709,2018-03-11,2019-01-04,2018-12-09,2018-06-02
73,Motor,NS70031,Salomo,Brignell,975 John Wall Trail,Bedwas,St Asaph,ZE127JL,1982-06-23,07444417320,sbrignell20@comsenz.com,WO54FUO,,Zp048Q,v271,2134,2018-06-10,2018-09-24,2018-05-10,
74,HH,NS41882,Bartram,Greaser,1 Fair Oaks Point,Pontypool,Swansea,TA323DL,,07203226828,bgreaser21@cbc.ca,JE52LWO,fw8303,MX475C,T604,7191,2018-09-25,2018-02-24,2018-11-18,
75,MP,SP04843,Dolf,Bugler,05 Riverside Plaza,Hay-on-Wye,Newport,N409KO,1934-02-14,07256133919,,KJ77QWH,tR0859,,C355,,2018-11-17,2018-10-21,2018-10-10,
76,Motor,GW56963,Wallis,Rosle,1496 Hovde Drive,Pembroke Dock,St Asaph,N567PG,1999-07-27,07783682629,,CR70MZX,,Ly125D,E592,7039,2019-02-11,2018-06-24,2018-07-13,
77,HH,NS90282,Alfred,Ebbutt,11 Melvin Street,Llanybydder,Cardiff,TA484DN,,,aebbutt24@cbsnews.com,,dZ1572,VN338O,,9542,2018-10-14,2018-06-17,2018-10-29,
78,MP,AS66618,Beverlee,Pennacci,5384 Glendale Drive,Old Radnor,Cardiff,N704RH,,07973234078,,IW84YSB,,KF412k,J312,,2018-05-03,2019-01-24,2018-06-11,2018-12-15
79,Loan,AS13406,Adey,Dust,9 Moose Junction,Welshpool,St Davids ,ZE689IF,1980-11-17,,adust26@disqus.com,,,TO778G,l169,2834,2018-10-09,2018-04-02,2018-11-05,
80,Travel,NS18587,Charil,,9502 Lillian Alley,Gorseinon,St Asaph,EX007BZ,1941-05-19,07883182489,cosman27@google.com.au,EZ76WEN,zB1886,,,1726,2018-04-28,2018-03-30,2018-09-02,2018-10-01
81,MP,NS11906,Kirstyn,Vasilevich,13897 Prairieview Point,Llanybydder,Newport,ZE379DB,1965-04-25,07049058741,kvasilevich28@washington.edu,NB18IYZ,,tc667L,V290,9856,2019-01-02,2018-05-26,2018-03-18,
82,Travel,NS87682,Wilek,Brownsmith,7 Lakewood Gardens Pass,Llandrindod Wells,Newport,ZE274SV,1972-10-30,07541019211,wbrownsmith29@flavors.me,IG77IYD,cv4941,,a671,6491,2018-12-06,2019-01-15,2019-01-26,2018-09-03
83,HH,GW68971,Jude,Ingold,3206 Sloan Junction,Aberavon,Newport,ZE171MQ,1933-02-22,07179002855,jingold2a@sun.com,GM25QYU,,,B210,1441,2018-07-25,2018-05-17,2019-01-03,
84,Loan,NS65561,Willabella,Walbrook,1681 Prentice Pass,Ebbw Vale,Cardiff,ZE019QR,1975-10-11,07804295303,wwalbrook2b@chronoengine.com,YC85JYT,,aT921K,U330,2237,2018-09-16,2019-02-08,2018-05-13,
85,Loan,AS84430,Shoshanna,Smithers,3380 Monica Alley,Blaina,Cardiff,ZE719GM,,07847617244,ssmithers2c@domainmarket.com,NQ02NPV,,,C566,2923,2018-04-04,2018-06-03,2019-02-17,
86,Loan,AS03346,Maury,Panichelli,4297 Eastlawn Circle,Newcastle Emlyn,Swansea,EX304EL,1949-07-26,07162489131,,TC21GJT,,MV174e,,5606,2018-03-09,2018-02-25,2019-02-02,2018-10-07
87,Motor,NS65926,Ludwig,Clemintoni,2 3rd Avenue,Goodwick,Bangor,EX706CO,1947-07-07,07704651066,lclemintoni2e@ask.com,HM09IQJ,xi4446,pj023P,Q221,7497,2018-04-29,2018-09-27,2018-09-15,
88,HH,AS94335,Korrie,Bradder,14860 Welch Avenue,Aberbargoed,Cardiff,ZE301ZU,1994-01-02,07451647824,kbradder2f@ted.com,FP76ZNV,BW9465,na726W,l107,,2018-12-20,2018-04-30,2018-08-11,
89,MP,GW75725,Jamill,Syddon,993 Porter Avenue,Gresford,St Asaph,EX617YH,1942-06-03,07887563004,,XB83EBH,,Zg342b,L621,,2018-08-08,2018-09-07,2018-04-30,
90,Loan,GW96130,Normand,Ivanchov,979 Golden Leaf Avenue,Pontarddulais,Newport,EX094SP,,07719258960,nivanchov2h@sun.com,XD79KLV,oj4712,,,,2019-02-04,2018-06-16,2018-04-15,
91,Loan,SP85427,Sherilyn,MacKintosh,,,,,1974-02-20,07597379340,smackintosh2i@addtoany.com,YQ07VAK,wg8652,,m447,1786,2018-09-29,2018-02-19,2018-07-28,
92,HH,NS21142,Ashbey,MacNair,4118 Packers Center,Holt,St Asaph,TA500HE,,,amacnair2j@yellowbook.com,,MO8485,,M217,,2018-11-30,2018-08-17,2018-05-23,
93,HH,GW26181,Brock,Laidlow,6 Kim Avenue,Talgarth,Newport,EX785AL,,,blaidlow2k@delicious.com,,al5062,,J082,9471,2019-02-01,2018-03-25,2018-11-12,
94,Motor,AS52698,Pamelina,Hawthorne,2 Manley Circle,Porthcawl,Bangor,EX931KN,,07436117796,phawthorne2l@seattletimes.com,MG76KGN,,qS581S,,3341,2019-01-29,2018-04-16,2018-11-29,2018-02-24
95,Loan,SP71959,Elisabetta,McCord,653 Caliangt Crossing,Barmouth,Cardiff,ZE549QV,2009-10-08,07949404195,emccord2m@buzzfeed.com,ND44ZGH,,,l570,3251,2019-01-14,2018-12-15,2018-10-16,
96,Travel,NS05665,Vanny,Joontjes,563 Londonderry Terrace,Hay-on-Wye,Cardiff,EX215KP,2005-08-09,,,,FO6683,Ev545F,I321,9061,2019-01-03,2018-06-14,2018-07-19,
97,Motor,NS92710,Atlante,Hawkeridge,708 Fair Oaks Center,Templeton,St Asaph,ZE214KY,,07128719373,ahawkeridge2o@apple.com,DK06VFH,eB8002,gY328L,,6021,2019-02-13,2018-11-25,2018-07-26,
98,HH,GW64232,Joaquin,Spleving,50990 Sommers Avenue,Cardigan,St Davids ,SW371HK,1971-06-07,07910775674,jspleving2p@ehow.com,XG67FWG,in6867,xn917l,w573,5733,2018-07-10,2018-12-13,2018-08-19,
99,Travel,NS77289,Dorey,Nestor,47172 Delladonna Way,Ystradgynlais,Cardiff,ZE303OV,1931-08-25,07498766458,dnestor2q@virginia.edu,CQ76GNY,,,i066,6773,2018-12-14,2018-05-21,2018-03-14,
100,MP,SP14665,Enoch,Golsthorp,67 Myrtle Drive,Bala,Bangor,EX678FK,2005-04-02,,egolsthorp2r@about.com,,,,Y245,6301,2018-07-29,2018-07-09,2018-10-27,
101,HH,NS79848,Hermione,Conyers,97006 Briar Crest Trail,Ebbw Vale,Bangor,EX068LM,1968-10-09,,hconyers2s@imgur.com,,Ly7178,,,5034,2018-10-27,2018-05-13,2018-10-18,
102,HH,NS11983,Rayshell,Goring,4 Luster Pass,Swansea,Newport,ZE637JO,1997-10-25,07084460907,rgoring2t@engadget.com,NX41CQO,SX4162,,,8939,2018-11-13,2018-06-21,2018-12-03,
103,Travel,GW74286,Bella,Duxbarry,184 Lakewood Lane,Tenby,Swansea,TA954PO,,07401717693,bduxbarry2u@github.io,EY08HSA,,gi117Q,,4767,2018-04-06,2018-07-15,2019-02-08,2018-05-10
104,Loan,NS20145,Herb,Gerb,412 Meadow Valley Center,Blackwood,Bangor,SE104KW,,07752136149,hgerb2v@apache.org,TP47YJX,rH0545,jh945o,a513,1903,2018-09-27,2018-09-13,2018-05-01,
105,HH,NS54359,Kip,Berget,7 Nobel Terrace,Llantwit Major,Cardiff,EX135NY,1952-09-21,07642910900,kberget2w@tinypic.com,XK17IYW,,,v756,1042,2018-07-08,2018-03-14,2018-06-16,
106,HH,SP10318,Morgan,Soan,5674 Elgar Circle,Ewloe,Bangor,EX049QY,1930-07-30,07835635084,msoan2x@nbcnews.com,MR28WFV,nG3897,eg316R,Z968,3172,2018-08-25,2018-07-31,2018-10-05,2018-12-03
107,Loan,NS74634,,Innot,560 Cordelia Place,Llangollen,St Davids ,ZE025JZ,2008-05-02,07760117637,minnot2y@slashdot.org,OL56HEY,,cl134U,,7767,2018-10-05,2018-10-27,2018-10-19,
108,Travel,GW98688,Berne,Toye,2 Maple Circle,Ystradgynlais,Swansea,EX212XJ,1932-05-15,07325515746,btoye2z@webmd.com,XF94HJX,zZ7879,,b248,0572,2018-09-21,2018-02-18,2018-07-17,
109,MP,GW30249,Nichole,Aronson,61 Dixon Center,Pembroke Dock,Swansea,ZE514PE,1998-01-04,07336918579,naronson30@yahoo.com,VT71SNK,Cu5810,Ih739o,W175,8349,2018-06-20,2018-10-16,2018-02-23,
110,Loan,AS76065,Cookie,Langmead,2 Bowman Terrace,Aberbargoed,Swansea,ZE881NO,,07590457170,clangmead31@baidu.com,KH82WQM,,VM858m,,6232,2018-04-27,2018-05-23,2018-03-19,
111,HH,NS44361,Bevan,Spores,325 Memorial Place,Swansea,Bangor,ZE580ZQ,,07601137349,,VF96FOY,,pI798n,H357,5437,2018-08-03,2018-03-09,2018-09-25,
112,Motor,NS45511,Cyndy,Clawe,39561 Washington Drive,Mold,St Davids ,EX028EL,,07160830545,cclawe33@gov.uk,TP05SGR,nq8903,,Q216,8430,2019-01-08,2018-05-01,2018-09-14,2018-05-18
113,Loan,GW38563,Carlee,Grzegorzewski,8998 Lakewood Plaza,Ammanford,Swansea,TA111BE,2006-06-11,07834366327,cgrzegorzewski34@yahoo.com,TM97UIX,,,o594,8716,2018-05-24,2019-01-12,2019-02-05,
114,MP,NS04538,Ebony,Falconer,,,,,1932-06-22,07940898767,efalconer35@ftc.gov,QU02PIU,wk5906,,,4455,2018-10-03,2018-04-29,2018-06-13,2018-08-19
115,Loan,SP48165,,Tomei,20 Sutherland Junction,Risca,St Davids ,EX205KU,1940-04-01,,,,fg7496,,K450,2368,2018-09-01,2018-02-28,2018-07-12,2018-04-27
116,Motor,NS22561,Garrek,Eccott,955 Bellgrove Junction,Monmouth,Newport,EX517AK,1992-05-21,,,,,XQ125p,,7697,2018-12-15,2018-10-20,2018-07-30,
117,Travel,AS67777,Danita,Sunners,01176 Oriole Alley,Abergavenny,St Davids ,EX975DE,2008-04-25,07503988014,dsunners38@dmoz.org,DB25DUG,,DX514z,b946,3834,2019-01-10,2018-09-12,2018-07-26,
118,HH,NS92379,Vania,Colebrook,11 Gale Pass,Holywell,St Davids ,ZE661TK,1942-12-12,,,,,,,2931,2018-07-05,2018-08-08,2018-05-25,
119,HH,NS86369,Charmine,Hovel,4215 Forest Dale Place,Bethesda,St Davids ,ZE523XC,1963-11-27,,,,kR3362,QD643v,s483,5378,2018-07-08,2019-02-09,2019-02-16,
120,HH,NS70219,Isabeau,Paver,38961 Browning Court,Chirk,Bangor,EX413ZC,1960-09-20,07514989412,ipaver3b@amazon.com,PC81BRX,,,,,2018-03-03,2018-11-13,2018-04-24,
121,Motor,NS14064,Ginny,,6 Buhler Plaza,Mountain Ash,Bangor,EX997CZ,1958-01-29,07665557386,,MU80XBI,,,,6145,2018-10-02,2018-08-29,2018-08-10,
122,Travel,NS39537,Ettore,Ormerod,37284 Hudson Parkway,Templeton,St Davids ,EX969RJ,,07114029572,eormerod3d@virginia.edu,UO70IWJ,,,D456,2837,2018-03-16,2018-04-14,2018-04-15,
123,Motor,NS70813,Marlow,Tatem,68 Old Shore Parkway,Laugharne,Swansea,N209YX,1982-03-15,07360877007,mtatem3e@technorati.com,LZ87VLY,kl1991,,d537,5930,2019-02-14,2018-06-08,2018-02-23,
124,Travel,AS05248,Hildegaard,,67930 Heath Trail,Buckley,Swansea,SW155BA,1985-09-22,07641860235,hlynthal3f@photobucket.com,HE39UXW,Af5090,,I536,3819,2018-06-28,2018-11-21,2018-05-15,
125,HH,NS50175,Quinn,Beetham,12747 Westridge Way,Ystrad Mynach,St Asaph,ZE172MC,1939-06-22,07365589437,qbeetham3g@nytimes.com,RH45TZB,BC7861,PT852w,n350,2591,2018-07-30,2018-08-27,2018-08-30,
126,MP,NS41421,Wittie,Kettles,8 Novick Parkway,Caldicot,St Davids ,ZE752SK,1960-12-15,07830702417,,OZ61RDV,UX1321,,P222,8420,2018-03-21,2018-10-10,2018-12-20,
127,Loan,GW34934,Annora,Wilson,07 Comanche Street,Barry,Bangor,EX006GK,,07530757101,awilson3i@posterous.com,GY15CLF,Bm6594,ma832E,b351,7552,2018-10-31,2019-02-12,2018-08-11,
